severity_code,severity_label,population,disaster_type_code,disaster_type_label,water_purification_units,emergency_shelter_kits,medical_supply_crates,sar_equipment_sets,communication_radios,portable_generators,food_ration_packages,thermal_blankets,first_aid_stations,evacuation_vehicles
3,SEVERE,3616530,1,cyclone,24539,21428,10620,9530,7598,11037,22023,26028,4215,3623
1,MINOR,1257279,1,cyclone,774,782,405,197,292,190,803,754,119,164
0,NONE,4874304,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2581917,1,cyclone,1634,2148,760,447,739,392,1447,1954,242,301
3,SEVERE,73415,0,earthquake,378,334,213,236,151,143,343,378,85,66
2,MODERATE,2377526,1,cyclone,5140,6747,2472,1767,3475,1829,5725,6724,1094,1318
4,CATASTROPHIC,2134785,1,cyclone,28925,36393,16296,10718,12852,14204,27813,27516,6254,7602
0,NONE,1843678,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1564589,0,earthquake,869,803,486,293,367,143,698,814,128,158
3,SEVERE,3865970,1,cyclone,22120,29719,9790,9536,8852,11717,24539,25713,3750,4860
0,NONE,1880993,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1318638,1,cyclone,3901,4867,1377,910,1669,1026,3005,3694,630,819
4,CATASTROPHIC,1462345,0,earthquake,12908,11885,10879,10321,7888,6789,13533,15124,4777,4819
1,MINOR,4392037,1,cyclone,3134,3502,1222,756,933,643,3351,3093,488,580
1,MINOR,4262017,1,cyclone,2775,2894,1279,896,950,524,2586,3373,451,456
2,MODERATE,2360998,1,cyclone,6072,5933,2168,2154,2704,1780,5157,6915,1513,1670
0,NONE,4210254,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,4939797,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1340077,1,cyclone,3739,4002,1261,1071,1695,889,4033,3403,531,944
4,CATASTROPHIC,3751301,0,earthquake,36474,37923,28631,26747,22736,20886,39342,33998,11088,11792
0,NONE,2631962,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4545534,1,cyclone,12537,13041,5122,2903,5118,3475,13345,12127,2090,3085
0,NONE,1687904,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,820543,1,cyclone,5654,6139,2631,1840,1905,2308,6394,7112,851,987
2,MODERATE,2209185,0,earthquake,4517,3597,2472,2473,2291,812,4422,3923,1119,1102
2,MODERATE,2311952,1,cyclone,5693,7513,2338,1783,2600,1767,5955,6043,1339,1340
4,CATASTROPHIC,2029848,0,earthquake,22881,21110,15624,14874,9103,10568,18084,17811,6259,5729
1,MINOR,3176564,0,earthquake,1733,1564,924,620,576,363,1769,1395,343,259
1,MINOR,2226960,0,earthquake,918,1178,678,458,390,210,1157,1053,188,216
4,CATASTROPHIC,1586105,1,cyclone,20417,21009,12865,10407,9619,11082,18538,24817,4173,5021
0,NONE,3849318,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,1230196,0,earthquake,625,692,408,216,270,137,605,646,129,112
2,MODERATE,1447872,1,cyclone,4172,3803,1477,1093,1720,1306,3956,4441,826,645
1,MINOR,1757801,0,earthquake,716,938,494,360,335,168,824,945,172,171
4,CATASTROPHIC,3895723,0,earthquake,43393,33109,31382,25072,17055,19209,44796,36182,10984,11062
2,MODERATE,1246021,1,cyclone,3384,3530,1232,947,1789,1195,2953,3337,625,577
3,SEVERE,1827420,0,earthquake,9373,8348,5432,5174,3987,3657,8085,9061,2007,1606
1,MINOR,2860900,1,cyclone,2001,2140,1051,551,733,453,2060,2020,269,366
4,CATASTROPHIC,4239341,0,earthquake,43058,38763,29752,33548,21371,21380,43788,44340,12297,13163
3,SEVERE,1282754,1,cyclone,7778,9401,3909,3037,3291,3994,8096,8624,1177,1313
1,MINOR,349208,0,earthquake,165,172,115,76,69,39,139,207,37,35
1,MINOR,2512514,0,earthquake,1306,1196,861,458,511,268,1246,1272,246,228
0,NONE,2569129,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4881601,1,cyclone,24854,36728,14909,11999,11974,13958,28717,36951,4230,6022
2,MODERATE,4333406,1,cyclone,11916,12800,4196,2623,5897,3390,9857,13482,2210,2940
4,CATASTROPHIC,1524720,1,cyclone,20216,19703,11391,8516,8276,10681,17569,25294,5479,6123
3,SEVERE,1527303,0,earthquake,7414,6883,5473,4108,2795,2994,7550,8096,1424,1223
1,MINOR,1480906,0,earthquake,798,683,341,318,305,169,698,753,123,158
3,SEVERE,223341,1,cyclone,1393,1621,662,426,606,808,1426,1524,256,318
1,MINOR,496632,1,cyclone,288,377,132,79,145,69,297,412,43,66
2,MODERATE,2222959,0,earthquake,4249,4271,2107,2518,2224,1328,4548,4363,1087,1033
2,MODERATE,3668220,0,earthquake,7143,7721,3527,3409,4075,1891,7884,7185,1981,1639
3,SEVERE,2256643,0,earthquake,11203,11005,6147,7314,5355,4787,10776,12847,2337,2158
2,MODERATE,3231348,1,cyclone,7189,8760,3403,2399,3151,2779,10916,9233,1513,1677
2,MODERATE,1206007,0,earthquake,2079,2702,1072,1204,971,488,2361,3183,569,644
4,CATASTROPHIC,3750211,1,cyclone,42705,43191,23640,22725,22482,27035,45382,55796,11284,11995
2,MODERATE,2770996,0,earthquake,5706,5524,2377,3131,2767,1334,5864,4900,1167,1462
2,MODERATE,4780065,0,earthquake,10656,9833,5165,4174,4608,2232,10542,10032,2636,2242
2,MODERATE,4333626,1,cyclone,12531,12760,4744,3106,5350,3983,11000,13066,2169,2571
1,MINOR,4392505,1,cyclone,3319,3059,1478,903,968,694,2522,3248,548,561
3,SEVERE,3403121,1,cyclone,26882,22566,9742,9600,8958,9756,23802,24912,3344,3754
2,MODERATE,421723,0,earthquake,858,830,459,426,428,155,773,906,224,190
3,SEVERE,2465470,1,cyclone,18846,19752,7756,6098,4763,6848,15552,17160,2379,3342
0,NONE,686622,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3241624,1,cyclone,8791,9788,3391,2806,3358,2756,9311,9361,1778,2181
0,NONE,3175067,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,4013262,0,earthquake,1783,1633,1277,650,686,374,1949,2127,360,454
3,SEVERE,1617044,0,earthquake,8097,8895,5516,4836,3358,2941,9446,7950,1630,1551
1,MINOR,4314635,0,earthquake,2321,2233,1265,943,892,390,1943,2189,470,502
3,SEVERE,3428727,1,cyclone,18325,24062,10789,8472,9059,10960,20090,23105,3535,4522
1,MINOR,3110883,0,earthquake,1392,1663,900,629,688,273,1491,1474,322,335
4,CATASTROPHIC,659209,1,cyclone,10173,7927,5093,3675,3702,5014,7881,10119,1919,2291
1,MINOR,4945272,1,cyclone,3699,4087,1395,875,1229,636,2916,4284,423,728
3,SEVERE,4397358,1,cyclone,28899,30479,13467,10785,11805,12706,28244,34503,4119,4791
3,SEVERE,2318256,0,earthquake,9787,12903,7220,7854,4711,4619,11736,10780,2029,2090
4,CATASTROPHIC,4334927,0,earthquake,45857,45049,32653,34233,23353,23546,34341,42018,14259,11485
2,MODERATE,4718639,1,cyclone,12553,12997,4577,3891,4851,3180,12704,12707,1877,3284
3,SEVERE,1004711,0,earthquake,5108,4675,2890,3100,1948,1836,4596,4703,970,976
3,SEVERE,649910,0,earthquake,3161,3068,1958,1699,1237,1377,3044,3751,665,700
2,MODERATE,559453,1,cyclone,1641,1330,589,417,607,509,1316,1373,306,319
3,SEVERE,2473715,1,cyclone,15882,17871,8803,5802,5927,8139,15630,17010,1932,3365
4,CATASTROPHIC,2360911,1,cyclone,31424,34857,15722,14119,13338,17994,31022,39413,7540,7966
1,MINOR,3531556,0,earthquake,1448,1839,1048,582,572,344,1811,1817,331,333
1,MINOR,4641133,0,earthquake,1965,2325,1534,895,943,483,2167,2296,403,486
4,CATASTROPHIC,303883,1,cyclone,4297,4757,2388,1578,1910,2432,3704,5120,901,1163
1,MINOR,3585968,1,cyclone,2256,2485,1030,524,945,504,2241,2804,370,391
3,SEVERE,3575436,1,cyclone,24994,26373,10917,8210,8232,10509,20377,26710,3894,4666
0,NONE,2122888,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,2049382,0,earthquake,19430,21015,13430,15308,10975,10252,16752,24008,6017,7813
3,SEVERE,1938257,0,earthquake,12014,10947,4618,7280,4133,3773,11122,7216,1832,1976
0,NONE,3323202,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2714855,0,earthquake,1467,1463,846,531,501,300,1309,1148,245,252
4,CATASTROPHIC,3857248,0,earthquake,41751,37682,34464,32125,18678,18414,50654,34411,11508,11597
3,SEVERE,142513,1,cyclone,965,991,512,329,281,424,944,1001,131,150
2,MODERATE,273118,0,earthquake,508,626,272,308,262,144,506,502,111,141
4,CATASTROPHIC,182979,0,earthquake,1979,1881,1304,1340,1009,919,1640,1864,502,435
1,MINOR,4219140,1,cyclone,2837,3102,1406,609,973,551,2865,3553,398,542
2,MODERATE,4949898,0,earthquake,7688,11407,4410,5033,5645,2185,11641,11981,2645,2479
2,MODERATE,3306999,1,cyclone,9239,7395,3212,2490,3678,2304,7485,11458,1556,1955
3,SEVERE,3778239,1,cyclone,27831,18093,12492,10108,7133,11376,23486,27864,3859,4678
4,CATASTROPHIC,1349527,0,earthquake,9695,13431,8638,10864,7162,6905,12912,14031,3672,4008
1,MINOR,3495044,0,earthquake,1695,1828,1055,797,711,292,1723,1728,366,379
1,MINOR,3897562,0,earthquake,1940,1636,1339,866,830,405,2251,1791,354,431
2,MODERATE,2871642,0,earthquake,5234,4735,2943,3538,2856,1394,5798,7116,1397,1577
2,MODERATE,1738697,1,cyclone,4490,5693,1677,1299,2256,1211,4455,4528,885,1050
1,MINOR,3360002,0,earthquake,1702,1638,912,771,605,384,1704,1635,339,345
1,MINOR,4864578,1,cyclone,2930,3164,1336,822,982,673,3253,3209,454,454
1,MINOR,4614634,0,earthquake,2548,2431,1481,895,1117,452,2303,2081,459,453
2,MODERATE,4003815,0,earthquake,8215,7602,4449,3858,3956,2129,9878,7189,1758,1952
1,MINOR,2742361,1,cyclone,1722,1867,806,439,636,486,1478,2103,289,299
4,CATASTROPHIC,1958254,1,cyclone,25743,25282,15434,10515,10304,14629,27806,31002,5570,8299
1,MINOR,4154862,1,cyclone,2680,2410,1320,655,989,678,2630,3025,363,472
1,MINOR,3064762,1,cyclone,2087,2212,862,472,798,399,2058,2273,305,357
3,SEVERE,3953297,0,earthquake,18516,16271,12897,10320,8396,7175,18898,20397,4082,3995
0,NONE,4825783,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,2281569,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4693782,1,cyclone,2760,3316,1273,676,1143,778,2561,3980,411,545
3,SEVERE,3017454,1,cyclone,20549,24128,9119,7263,6363,10417,19873,22407,2777,4064
4,CATASTROPHIC,541301,0,earthquake,5555,5664,3908,3447,2520,2902,5202,5509,1282,1621
2,MODERATE,2108452,0,earthquake,3294,3619,2060,1681,1709,1124,3629,4640,914,828
0,NONE,130967,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,182263,0,earthquake,2118,1807,1144,1249,856,834,2109,1824,603,569
0,NONE,358975,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,736594,0,earthquake,3259,3836,2333,2449,1307,1251,3785,3577,950,770
0,NONE,883122,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,3155081,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,1145590,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1485291,0,earthquake,16354,11606,11803,10978,7496,8512,15010,13693,3790,4403
1,MINOR,2292323,0,earthquake,1006,1047,650,515,432,200,1161,1149,217,225
0,NONE,3682005,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,3708300,0,earthquake,1941,1500,1258,801,719,349,1877,1631,405,365
0,NONE,2349867,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4973173,1,cyclone,32869,34789,16456,11532,11476,15696,40064,37225,4651,5629
1,MINOR,4784872,0,earthquake,2304,2465,1422,831,925,360,2434,2509,438,452
4,CATASTROPHIC,2922889,1,cyclone,40157,52760,18795,12987,18016,22797,43986,52193,7401,10341
1,MINOR,4192700,1,cyclone,2962,2875,1222,588,1082,639,2833,3437,449,459
1,MINOR,1860202,1,cyclone,1194,1327,587,355,441,328,1333,1383,191,232
1,MINOR,903512,0,earthquake,477,471,361,193,192,82,522,428,82,88
2,MODERATE,4394602,1,cyclone,10424,11200,4485,3712,5612,2783,10476,14411,2104,2690
1,MINOR,2143214,0,earthquake,917,842,662,393,447,197,1085,1031,251,234
1,MINOR,4730626,1,cyclone,3327,3341,1627,751,976,567,3587,3717,498,652
3,SEVERE,3586622,1,cyclone,24179,24086,10893,10616,7029,9534,24463,30580,4659,4482
4,CATASTROPHIC,4487213,1,cyclone,59195,68150,36162,22824,25470,34317,67920,68622,15172,16087
0,NONE,928762,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,2712126,1,cyclone,8133,6555,2544,1998,3351,2103,7516,8709,1589,1577
2,MODERATE,4725369,1,cyclone,10928,12774,3992,3464,4713,3972,12422,16841,2625,3178
1,MINOR,4622900,0,earthquake,1879,2119,1569,885,909,391,2312,2218,446,434
0,NONE,1380298,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,860602,1,cyclone,471,594,219,146,222,121,552,509,94,110
3,SEVERE,3792867,0,earthquake,17905,19251,8654,11537,6639,7516,19367,18301,4076,3553
4,CATASTROPHIC,4781366,1,cyclone,59919,75953,33514,28251,31359,35603,52665,76220,16055,16755
2,MODERATE,592599,0,earthquake,1056,1122,604,673,658,248,1091,1339,274,294
4,CATASTROPHIC,4523434,1,cyclone,57864,63553,32106,25588,32227,33784,47598,65328,13663,14231
3,SEVERE,880316,1,cyclone,4815,5713,2506,2036,2161,2567,5332,6862,943,970
4,CATASTROPHIC,2797757,0,earthquake,33839,33211,16306,17966,13734,14025,27609,33153,7996,9917
3,SEVERE,4374324,0,earthquake,20461,20428,15672,14069,9006,6827,20790,21063,4469,4314
2,MODERATE,1993095,0,earthquake,3757,4384,1912,1750,1976,891,3552,4566,978,869
2,MODERATE,1814091,1,cyclone,4618,4831,1562,1390,2004,1343,4915,6395,977,792
2,MODERATE,2825591,0,earthquake,5776,6507,2785,3265,2513,1288,5555,5568,1531,1413
4,CATASTROPHIC,4846670,1,cyclone,58107,76597,35336,26146,29832,33378,63550,72671,15232,17244
2,MODERATE,257150,1,cyclone,622,737,236,219,349,182,674,821,139,207
2,MODERATE,3343828,1,cyclone,7576,8843,3478,2583,3961,2604,8878,12362,2052,1944
4,CATASTROPHIC,3045763,1,cyclone,38764,44907,22398,19706,17082,22340,38245,46030,11425,10998
3,SEVERE,4725574,0,earthquake,21608,20900,15952,12958,10078,8808,20634,25057,4427,4926
1,MINOR,3696342,0,earthquake,1909,1516,1042,871,803,364,1646,2220,346,334
2,MODERATE,795500,1,cyclone,1875,2233,821,569,1027,547,1755,2404,394,477
4,CATASTROPHIC,3025198,1,cyclone,43487,43459,17027,18463,20002,18177,38099,46574,10046,11425
0,NONE,2427337,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,460249,0,earthquake,164,270,152,82,84,46,225,214,42,43
3,SEVERE,2330985,1,cyclone,15385,14681,6288,5393,5372,6289,16551,16897,2278,2425
3,SEVERE,4352953,1,cyclone,34155,37866,12039,11727,10351,15153,29245,32972,3265,4764
0,NONE,1016822,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,11329,0,earthquake,5,5,3,2,2,1,5,5,1,1
4,CATASTROPHIC,505657,1,cyclone,5890,7052,3569,2923,3342,3809,7618,6094,1470,2008
1,MINOR,1195689,0,earthquake,603,711,353,235,282,115,660,616,132,115
1,MINOR,2449161,1,cyclone,1277,1668,970,363,596,411,1674,1822,223,336
3,SEVERE,4888662,1,cyclone,35594,36280,14754,10537,11595,15236,34263,30849,5033,5002
2,MODERATE,362863,1,cyclone,1036,1168,296,275,420,271,823,1150,215,191
1,MINOR,3709646,0,earthquake,1920,1834,1203,773,714,302,2132,1727,384,299
2,MODERATE,3199772,1,cyclone,8400,9151,2973,2820,3719,2257,9685,8791,1724,1810
1,MINOR,2119540,0,earthquake,917,1145,626,439,401,244,1087,997,201,230
3,SEVERE,4705663,0,earthquake,23541,23220,12962,11505,11220,8631,21719,23995,4218,5136
3,SEVERE,1139750,1,cyclone,7596,7761,3248,2407,2821,3465,6929,8996,1319,1369
3,SEVERE,1196799,1,cyclone,7313,8267,4009,2476,2995,3203,6987,7310,1325,1401
3,SEVERE,3992130,0,earthquake,21028,21192,11400,12885,9406,6484,22335,19703,3728,3508
3,SEVERE,1627598,1,cyclone,11785,10702,5329,3679,4469,5053,10091,12009,1392,1853
3,SEVERE,801987,1,cyclone,4124,5517,2446,2069,1852,2377,5751,5868,743,1042
2,MODERATE,68721,0,earthquake,128,156,68,60,60,29,148,141,40,36
1,MINOR,1567416,0,earthquake,707,666,496,305,322,175,843,902,142,170
1,MINOR,461347,0,earthquake,216,245,146,84,111,54,244,240,47,38
4,CATASTROPHIC,1161283,0,earthquake,10762,11980,6932,8587,5935,5087,11151,12872,3553,3245
1,MINOR,2141780,1,cyclone,1327,1566,637,298,506,334,1529,1888,204,240
4,CATASTROPHIC,2654423,1,cyclone,38538,40025,19766,16606,19408,19259,33389,38205,7228,10697
1,MINOR,1252456,0,earthquake,730,632,389,266,239,111,635,597,152,106
1,MINOR,298641,0,earthquake,148,148,104,60,65,30,162,124,26,32
2,MODERATE,4707838,1,cyclone,12255,11205,4395,3050,5582,3465,11999,13710,2503,3308
4,CATASTROPHIC,3181902,1,cyclone,44221,43188,26304,15040,18939,22697,45338,49416,7896,12874
3,SEVERE,3027927,1,cyclone,18993,18440,8928,7376,7023,8674,16507,23475,2445,3644
2,MODERATE,1235676,0,earthquake,2469,2571,1342,1365,1036,614,2968,2500,566,612
3,SEVERE,2138290,0,earthquake,10452,10583,6401,6856,4002,4319,8389,8968,2085,1901
1,MINOR,4271024,1,cyclone,2875,2976,1123,776,912,756,2818,3538,449,589
1,MINOR,3537134,0,earthquake,1731,1664,960,724,677,371,2058,1958,271,379
1,MINOR,1923490,0,earthquake,967,1088,543,374,414,185,1051,1028,184,198
1,MINOR,4016810,1,cyclone,2789,2575,1139,706,1045,573,2228,3277,363,544
0,NONE,1318306,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1131220,0,earthquake,550,660,359,247,226,105,688,559,120,102
1,MINOR,4870297,0,earthquake,2389,2183,1379,1015,978,523,1767,2477,525,379
3,SEVERE,3561661,1,cyclone,26152,25111,10835,9517,8453,9990,23547,27861,3158,4943
4,CATASTROPHIC,1115039,0,earthquake,11575,12938,8697,7595,5485,4550,11165,10922,2924,3016
4,CATASTROPHIC,4259840,0,earthquake,43106,45810,32550,34625,24665,23310,36117,46657,12268,11165
4,CATASTROPHIC,3472534,0,earthquake,30776,28723,25859,24282,19311,17234,33966,30299,9765,8548
3,SEVERE,2034364,1,cyclone,14597,12365,6237,4762,5072,6124,11474,14750,2292,2240
0,NONE,4310667,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,813509,0,earthquake,1662,1783,793,930,789,377,1700,1538,385,417
4,CATASTROPHIC,423800,1,cyclone,4422,6002,2910,2599,2640,3332,5243,6358,1391,1515
0,NONE,2200015,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3421757,0,earthquake,18138,17223,10609,11133,8034,6679,17415,22345,3404,3390
4,CATASTROPHIC,3413204,1,cyclone,45421,42693,21625,21007,18878,27083,49779,47080,8960,13359
2,MODERATE,3823539,0,earthquake,8876,8226,3599,4385,3548,1994,7042,7665,2004,1625
0,NONE,1091184,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1256847,0,earthquake,5438,6698,3653,3706,2980,2198,6658,6632,1678,1121
3,SEVERE,2599992,1,cyclone,16033,19031,8792,6765,6046,8933,18172,19170,2439,3313
2,MODERATE,919403,0,earthquake,2038,2047,976,888,971,420,1892,2169,413,434
2,MODERATE,4937227,0,earthquake,10809,9009,5694,5419,5439,2749,8598,8806,2794,2392
3,SEVERE,721491,1,cyclone,4760,5596,2289,1697,1715,2220,4872,5846,733,858
1,MINOR,4746060,0,earthquake,2073,2584,1492,1145,941,473,2177,2396,392,385
4,CATASTROPHIC,3174873,1,cyclone,39754,44986,23741,16198,17993,24324,43526,48589,9385,10584
3,SEVERE,1247569,0,earthquake,5080,5476,3444,3740,2334,2278,5911,5802,1201,1205
0,NONE,4416341,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1304873,1,cyclone,3109,3610,1198,1018,1453,1081,3420,3521,707,707
1,MINOR,3397701,1,cyclone,2566,2472,996,588,894,514,1680,2151,355,420
2,MODERATE,1938541,1,cyclone,5454,5045,1940,1537,2284,1336,5758,6405,1012,1320
2,MODERATE,37860,0,earthquake,61,71,39,39,38,22,71,78,18,21
1,MINOR,416923,1,cyclone,251,248,144,67,108,57,219,365,41,52
1,MINOR,429516,0,earthquake,231,195,121,86,77,46,194,217,47,38
3,SEVERE,3098955,0,earthquake,15524,15292,9280,9767,6081,5289,17468,16163,2704,3041
2,MODERATE,1032455,0,earthquake,2468,2379,1089,905,1073,530,2170,2393,507,621
3,SEVERE,133777,0,earthquake,736,656,340,363,280,345,765,674,146,136
0,NONE,931025,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3076435,1,cyclone,8774,10135,3052,2620,3767,2541,7801,9681,1204,2027
1,MINOR,202089,1,cyclone,134,161,54,29,40,27,118,148,20,20
0,NONE,1319912,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,3735311,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,2520939,0,earthquake,1392,1492,812,529,493,258,1210,1182,247,297
3,SEVERE,892168,0,earthquake,4027,4522,2869,2883,1591,1567,4737,4214,948,1020
0,NONE,4649582,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4437858,0,earthquake,21649,23415,14010,12980,9284,8555,21939,21739,4923,3803
4,CATASTROPHIC,683174,1,cyclone,8323,9414,4002,3810,4037,4919,9021,9408,2349,2463
0,NONE,1869683,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,420169,0,earthquake,214,231,110,71,87,48,245,184,40,35
1,MINOR,2713217,1,cyclone,1945,2068,819,403,699,381,1940,2090,231,327
1,MINOR,4257263,0,earthquake,1657,1841,1125,959,900,510,2087,1852,425,407
4,CATASTROPHIC,4800778,1,cyclone,72898,55918,32433,28996,31245,34797,68662,77860,13419,17827
0,NONE,2169843,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,1974692,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1592163,0,earthquake,691,713,531,373,321,161,857,801,176,163
3,SEVERE,1248109,1,cyclone,7630,8802,3173,2514,2809,3389,7609,9045,1212,1619
4,CATASTROPHIC,307893,0,earthquake,2947,3376,2269,2115,1549,1479,3490,3218,910,964
4,CATASTROPHIC,155010,0,earthquake,1743,1555,882,1144,761,693,1561,1496,414,454
0,NONE,324707,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1205490,1,cyclone,15489,16866,8817,7844,6506,9126,16222,17410,4007,4128
1,MINOR,1530602,0,earthquake,796,816,482,331,277,155,842,850,170,139
0,NONE,3489605,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2263076,1,cyclone,15238,16049,6698,5937,5684,8285,13344,16293,2591,3174
2,MODERATE,3474631,0,earthquake,8162,6744,3680,3134,2707,1844,7355,8279,1541,1445
0,NONE,416903,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4209459,0,earthquake,2120,2022,1149,809,646,389,1873,2045,324,428
0,NONE,133162,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,4373884,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,3410979,0,earthquake,1674,1789,989,760,697,346,2028,1280,327,335
1,MINOR,2155626,0,earthquake,933,937,674,391,453,202,987,971,195,206
2,MODERATE,1060837,0,earthquake,1726,1941,1193,927,990,596,2112,1756,562,593
2,MODERATE,3386271,1,cyclone,8080,8151,3900,2648,2670,2640,9135,8262,1552,1853
4,CATASTROPHIC,3463238,1,cyclone,43906,38744,24684,21579,19875,26394,42754,53785,11231,12450
0,NONE,3336500,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,2597079,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4594396,0,earthquake,2381,2694,1360,940,925,427,1847,2348,385,480
3,SEVERE,4858700,1,cyclone,33156,36648,11984,11663,12016,15182,31041,37026,4508,4795
4,CATASTROPHIC,739067,1,cyclone,10777,10625,5858,4340,4072,5436,9483,12502,2162,2624
1,MINOR,3573631,0,earthquake,1684,1832,1099,786,747,376,1718,1634,359,393
3,SEVERE,4969504,1,cyclone,28270,31673,14264,11484,13219,14959,35538,38171,4913,6229
3,SEVERE,3382518,0,earthquake,14260,17486,10708,10496,6416,6467,16359,18409,2891,3267
0,NONE,4326200,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3739710,0,earthquake,7498,7126,3831,3707,3916,1771,6682,6949,2139,2048
0,NONE,3058913,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2432607,0,earthquake,905,1120,760,527,548,243,1144,1212,266,228
1,MINOR,2072031,0,earthquake,1104,972,717,419,442,224,1256,1078,206,246
0,NONE,2088279,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2219993,0,earthquake,1182,1149,758,363,469,214,1377,895,228,230
3,SEVERE,903217,1,cyclone,5202,5658,2711,2180,2125,2978,5306,7453,894,1177
0,NONE,4491390,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4900800,1,cyclone,3240,3882,1398,728,1185,685,3337,3703,524,640
2,MODERATE,452175,1,cyclone,1156,1504,433,339,535,324,1095,1165,262,286
2,MODERATE,3934160,0,earthquake,6042,7437,4128,4293,4232,2150,8004,7772,1597,1919
1,MINOR,3556340,0,earthquake,1534,1750,939,710,701,293,1839,1727,356,340
1,MINOR,2202660,0,earthquake,1275,1225,663,420,363,201,1174,1068,228,175
1,MINOR,2544516,0,earthquake,1367,1213,895,486,514,229,1284,1306,240,273
0,NONE,84059,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1111978,1,cyclone,574,932,324,195,297,192,670,815,110,128
4,CATASTROPHIC,3357431,0,earthquake,31386,34031,27995,25509,16722,14804,34050,39571,9056,7861
3,SEVERE,4218127,0,earthquake,21258,21652,10729,14769,8016,7425,19965,21139,4694,4186
1,MINOR,343238,0,earthquake,166,166,89,65,64,35,142,164,38,35
3,SEVERE,57534,0,earthquake,283,259,164,178,118,117,285,312,56,65
3,SEVERE,1901959,1,cyclone,11923,13932,6228,3766,4851,5444,13753,11641,2367,2080
3,SEVERE,1815629,0,earthquake,8528,9500,5444,6121,4053,2715,7681,8946,1972,1837
4,CATASTROPHIC,1309569,1,cyclone,15963,19144,9317,7963,8604,10366,19409,22275,4091,4664
3,SEVERE,4332293,1,cyclone,30666,34421,13856,10263,9628,14136,31103,32181,4358,5016
3,SEVERE,871453,0,earthquake,4986,4138,2119,2554,1397,1559,4101,4422,960,931
1,MINOR,2685612,0,earthquake,1363,1509,790,589,493,317,1391,1443,304,290
3,SEVERE,3101308,0,earthquake,15027,14852,10324,9519,6850,4720,15659,13060,3093,3322
0,NONE,889108,1,cyclone,0,0,0,0,0,0,0,0,0,0
